id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation,language
fas_9580c6bcf7553a9dff0e3e3fe9915866,بچه‌های خودشون همه رفتن آمریکا و کانادا حال می‌کنن، بچه‌های مردمم زیر دست ارشاد کشته می‌شن مثل سگ‌ها، هیچ ارزشی براشون قائل نیستن.,0,1,1,0,1,0,fas
ori_64b25ba27e4a68c1d240ba2543b93dc9,"@USER ସେଇ ନିର୍ବାଚନ ମଣ୍ଡଳୀର ବିଧାୟକ ମାଇଥୁନ, ତୋର ରଶି ଲଗେଇ ମରିଯା, ସରକାର ତୋ ମ",0,0,1,1,1,0,ori
khm_ddf180612243e6ac5cc5ce26bd51027f,អ្នកស្រី អូន បានប្រាប់ថា អ្នកស្រីនៅជាមួយស្វាមីរហូតមានកូនស្រី ២ នាក់ តែបន្ទាប់មក ស្វាមីគេចោលអ្នកស្រីទៅរកប្រពន្�,0,0,0,0,1,0,khm
zho_27cde325ab90997c79a325977125a7cc,已经连续给我推荐快5天了！这会说话的畜牲在我华夏大地哪个角落？？！！,0,1,1,0,0,0,zho
ben_56c7669808fcb9489de171e2c8ac393a,"আমি যদি পারতাম তাহলে এই পাগল ছাগলগুলার জন্য আলাদা একটা পাগলাগার্ট খুলতাম, হে আল্লাহ তুমি একবার হলেও ওদের মাথায় বুদ্ধি ঢাল�",0,0,0,0,0,1,ben
khm_f93521f9dfbfaf346158993d605d8b97,ខ្ញុំដឹងថាវាជារឿងឯកជនរបស់អ្នកណាម្នាក់ៗ ប៉ុន្តែយុវវ័យខ្លះគ្រាន់តែមិនទាន់ចេះគ្រប់គ្រងជីវិតខ្លួនឯងទេ ហើយ,0,0,0,0,0,1,khm
khm_08619da30d65a8de0c551617f6396ecf,លោក ចាក្រាផាត់ វិឈិតវ៉ៃយ៉ា Chakkraphat Wichitvaidya មន្ត្រីតម្រួតក្នុងតំបន់ បានប្រាប់សារព័ត៌មានរ៉យទ័រថា ការធ្វើកោសល្យវិច័យ,0,0,1,0,0,0,khm
amh_f24e8e20e19534cba175136026fe8751,የህወሓት ወያኔ ጉጅሌ መንጋ ዲያስፖራ ሰሞኑን በቆቦ በኩል ማረክነው ያለው ኮማንዶ እውነታው ይህ ነው:: ድምጸ ወያኔና በላ አምላክ ሲቀደዱ ነበር,1,1,1,0,1,1,amh
arb_3ffbb400a3ea7870a5171b4684d06d83,"#الامارات  
اللهم اضربهم بالرّجف و السّنين و الأمراض كمثل عُتاةِ فرعون، يا أمة الخيانة و الرّدة، يا قطيع الغنم المُضلَّل اللي باع دينه بدنياه، صهاينة العرب الملعونين إلى يوم الدين",1,1,1,1,1,1,arb
ben_980150b8b6c2dcc0c4bb9b4d63236b05,শেখ হাসিনা ম্যাডামকে বলবো কাঁঠালের বার্গার বন্ধ করুন তেল ছাড়া রান্না বন্ধ করুন প্যাচ ছাড়া রান্না বন্ধ করুন সিদ্ধ ডিম ব�,0,0,0,0,0,1,ben
fas_b83b175a74b203898528ae2b30890548,حجاب بی شرفی و بی انسانی سودی نداره، شل حجاب داریم شریف و میهن‌دوست,0,0,1,0,0,1,fas
khm_1365df640f95891dbeb7b11f2b95e0f2,អ្នកស្រី អ៊ីម៖ «ចិញ្ចឹមចៅដូចចិញ្ចឹមឆ្កែ តែធ្វើម៉េចបើម្តាយឪពុកវាត្រូវចេញទៅធ្វើការឱ្យគេ មិនត្រឹមតែហត់ខ្�,0,0,1,0,0,0,khm
khm_5c30108d70c0d7dab0a3b7d495924c03,ខ្ញុំគួរតែដឹងថា មិនមែនទីកន្លែងរបស់ខ្លួនទេ មិនគួរយកជីវិតអ្នកមកលេង។,0,0,0,0,0,1,khm
amh_03fb74d85abeabe7f5703461a472ff2a,መንግስት የሚያደረጉት ዘመቻ ተጠናክሮ መቀጠል አለበት፣ ምክንያቱም አነዚህ ሰዎች ከሰው ቢመስሉም ተግባራቸው ከጭራቅ ሲሰራ እጅግ የባሰ የወረበሎች ስብስብ ነ,1,0,1,0,0,0,amh
fas_e3a276ed143b00e481ea12a14a88b1a9,این درست میگه همه اخوندها رو باید از بین برد,1,1,0,0,1,0,fas
fas_55431be64bf461016a85f49fd9ef9fac,کصکشا تو این چند ساعتی که تشییع لاشه های قاتلای مردم بود اینترنتو باز قطع کردن بعد حرف از حقوق بشر و آزادی بیان می‌زنن و زدنِ صدا و سیمای مروج پروپاگاندا رو نقض آزادی بیان می‌دونن,0,0,1,1,1,1,fas
ben_7caeba1088ecbbb83c2b264e2129c54a,আরে ভোট চুরি করা মিথ্যাবাদী দুর্নীতিবাজ আওয়ামীলীগের জালেম তুরা যে লুটপাট দুর্নীতি করে হাজার হাজার কোটি টাকা বিদেশে,0,0,0,0,0,1,ben
arb_89c79ab2a203736ac0926bf26e7ed794,الفن دايمة خراب دماغ والنساء اللي تتبعو ليهو مافيش فيهن عقل ولا دين,1,1,0,1,0,1,arb
amh_5507157f91eb4f5122d7e316c9841f31,TPLF እንዲያው ህወሓት ሳይሆን እባብ ለመደ ተብሎ ነው የሚታወቀው፣ የዚህ መሰሪነት ሁሉም በኋላ የሚታየው የእባብ ባህርይ ነው።,1,1,1,0,0,0,amh
tur_ed51a0584da581eea163178716ec59d5,@USER Fondaş medyada CHP borazanlığı yapan Neşvin hanım korkuya kapılmış. Er***'ın aileyi güçlendirmekten bahsetmesini LGBT'ye saldırı olarak görmüş. Anlaşılan ailenin kalkınması Neşvin'in ve çetesi için felakettir. Aile ne kadar kuvvetlenirse LGBT o kadar çürüyecek.,0,1,0,1,1,1,tur
amh_1cbf306c853453bb89800ec361985feb,@USER @USER አንተ እከካው ወያኔ አንተም ከስልጣንህ ወርደህ ቂሊንጦ ትመጣታለህ !! ድል ለሀገሬ ???? መከላከያ ሠራዊትና ህዝብ !!,1,1,1,1,0,0,amh
zho_019bd25b2ce36a26a377ff6c673ba0f4,大家都搞错了，这哪是卖衣服的啊，这明明是卖黑鬼奴隶的，一个要一万多个，,0,1,1,0,0,0,zho
fas_beac6b3e6c94f58166dc896fa4155eff,آره، عمو ترامپ کشتنِ ۲ میلیون نفر دیگه رو گذاشت سر مردم ایران که الان داریم می‌بینیم و هنوزم جلو داره.,0,0,0,0,1,0,fas
fas_a0144546bde3e7f40c98967809a4793e,شاید پرواز بعدیت تو گنداب بود، چه دیدی که خدا رو هم فراموش کردی,0,1,1,1,0,0,fas
fas_8353920cd3bacbd7c88aae5bb520d6bd,"قانون ""۳ ب"" اگر این سه قانونو رعایت کنی زندگی آسون تری داری، ولی دیگه هیچ کس داغ دل نداره که بهت غم بخوره یا بهت فکر کنه، خودت رو ببر و بخواب!",0,1,0,0,1,0,fas
fas_c5581bfef8516c3e3b8f92fe0802a51d,به سبک زندگی شیطانی و غرب‌زده‌ی کفرو فجور پرداخته‌ی تاسیان، نه فقط مملو از دروغ‌های شاخ‌دار و تحریف‌های تاریخی است، بلکه بیشترین تبلیغ و عادی‌سازی زنده‌گی طاغوتی را در قالب سریال نشان می‌دهد؛ جریان شبه روشنف,1,1,0,1,0,1,fas
fas_444acadc40612ccde0c1e4a693b8454d,اتهام اصلی محاربه شامل این حیوانات خوار هم میشه که به جنگ با ملت پرداخته اند وگرنه تغییر در حکومت و ارکان اون یه چیز عادیه,0,1,1,1,1,0,fas
khm_04e0c5447f5977eda9acce8e3829d028,ដូច្នេះការរៀបការនៅវ័យក្មេងគ្មានអ្វីក្រៅពីប៉ះពាល់ដល់សុខភាពនោះទេ ថែមទាំងធ្វើឱ្យជីវិតស្ត្រីកាន់តែគ្មានតម,0,0,0,0,0,1,khm
fas_1155040627536e3cb9ac438894d07e28,ما که دانشجو بودیم، استاد میگفت کار کردن کار دانشجو نیست و باید فقط درس بخونیم، نه اینکه سر کار هم بذاریم عقلمونو,0,0,0,0,0,1,fas
fas_288e8c08b5c068a66b0c4901714959aa,قاتلان باید یه جوری سزاشونو ببینن,1,0,0,0,1,0,fas
khm_23c50d83c2aac96edb68233322d24140,ជាក់ស្តែង តុលាការកំពូលមិនចាំបាច់ស្តាប់អ្វីដែលកញ្ញានិយាយទេ។,0,0,0,0,0,1,khm
zho_e5b63c725ed87d8b74be4fa4b439562b,我真怕作者以后为了应付家里随便找个同龄女的结婚，结完婚继续跟那阿姨偷情[惊喜]真他妈不是人,0,0,1,0,0,0,zho
fas_b0e59fb9cf75e872aa227c98c00acb04,سه ساله که روح‌الله زم رو اعدام کردن، هنوز هم به نظرم کار درستی بود #مهسا_امینی,0,0,0,0,1,0,fas
arb_453d5964048ad178a070e509b298b8f2,أنا ما أؤمن بحقوق البنات حتى لو لبسوه رداء العلم وصاروا دكاتره في الجامعة.,1,1,0,1,0,1,arb
arb_883e06a68c455f81b19f5c1aac74ba8f,مع احترامي لقناتكم بس خليتوا الحمقى يتصدروا وعاملتوهم كأنهم بشر وهمه زنابيل ما تنطاق. منو هاذا أساسا؟؟ ما نعرفه وما يهمنا. اعوذ بالله,1,1,1,1,1,1,arb
tur_3f618133a69c55f2b8685d0f385e48ff,"Kırk yılda bir doğru düzgün bi şey yapsanız, Re*** Ta*** Er*** sevgisiyle kırılan heriflerin hepsi bir baş belasıdır. Kimse kimseye kırılamaz, vatan her şeyden önce gelir. 🇹🇷 @USER #SoyluAtanınSoyluTorunu #ÇayOcağı @USER @USER",1,0,0,1,1,0,tur
amh_bf5fa9d43c3c2bc4416f6ae53e32320a,በዕረፍት የማይገኝ አስከሬን አጋድሞ የስንዴ ማሳ ውስጥ የሚገኝ በዕጣ ግራም የተሞላ ተራ እንስሳ እንጂ ሰው ሊባል አይችልም! via Asaye Derbe,0,0,1,1,0,0,amh
tur_26c0c371b4b9a579786024099f7d9e46,"Cumhurbaşkanımız kabine toplantısında konuştu, çaydan bahsetti, şekerden bahsetti, Pakistan’dan bahsetti, icradan bahsetti, istihdama değindi, büyümeyi anlattı, enflasyonu saydı, sağlık çalışanlarını andı, orta vade uzun vade bütçeyi sıraladı, Yunanistan’a döndü, dediği dediği her şeye girdi ama bizim derdimize ses çıkaramadı #EmeklilikteYasaTakıIanIar",1,0,0,1,0,1,tur
khm_9d762956a3bf0240aad418b3a0ef351b,ម្នាក់ក្នុងចំណោមពួកគេបានប្រាប់ទីភ្នាក់ងារសារព័ត៌មាន VnExpress ថាគាត់ត្រូវបានគេបោក៣ខែមុនពេលមកធ្វើការ ហើយគេមិនខ្វល,0,0,0,0,1,0,khm
tel_a4d57f09f6877b6f164c3299fcbdeac0,ఈ మందులు తలనొప్పిని తగ్గించడంలో ప్రభావవంతంగా పనిచేస్తాయని వైద్య పరిశోధనలలో రుజువైంది.,0,0,1,1,1,0,tel
zho_99814a5ff7b2bd05c7e12a5fe53d33e9,呵，一想到那群男男女女像发情的畜生一样乱搞，就让人作呕。,0,1,1,0,0,0,zho
tel_3d70ff6f38bf006a68ff57679028af8b,"వాళ్ళ జాతి, లింగం వాళ్ళని ఏం చేస్తుందో పట్టించుకోకుండా, అందరినీ ఒకే రూల్‌తో కొట్టడం అం�",0,1,1,1,1,0,tel
tur_1295c95168e68fafc8be301b25e16cab,"Avrupa artık sözleşmeyi sadece inkar etmekle kalmıyor, sınırlarını zalimce jiletli tellerle sararak insanlık dışı bir surat takıyor. #MedeniyetMaskesi",1,1,0,1,1,0,tur
khm_74f71b152124de55c6618737d92e7f9d,សង្គ្រាមសត្វពីងពាក់បន្តធ្វើសកម្មភាពយ៉ាងខ្លាំងលើតំបន់ជួរមុខ។,0,0,1,0,0,0,khm
fas_538a84e472b70a356e8f4f725ce34b28,باید همه‌ی اقازاده‌ها رو از سر راهشون دربیارن، پول‌شونو بگیرن و بهشون اجازه ندن دوباره سر کاری کنن.,1,0,0,0,1,0,fas
arb_727d0920c359d3baa54e80e58fa27492,"وحدات الكومندوز أو وحدات الإرهابية... طبعاً هيك هيك رح يذبح المرتد سواء كان مدني أو عسكري، مافي رحمة في قلبو 😂😂😂😂😂.  
الحيوان هايجييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييي",1,1,1,1,0,1,arb
amh_832785e7bdd85e3daede96ed73ba65ed,የሀገር መከታ የሆነ የመከላከያ ሰራዊት ምሽትን ተገን አድርጎ የጨፈጨ ደም መጣጭ ምንም ያልታጠቁ ምስኪን አርሶ አደሮችን የገደለ አውሬ ጋር የህግ ቋንቋ እን�,0,1,1,1,0,0,amh
tur_7403cadc270880ea7b455a03d47f5af0,"ALLAH RAZI OLSUN HA! BİR TANE HİLALİNİZ, BİR TANE DE YILDIZINIZ VAR, KİMSEYE KULAK ASMACA! ALLAH'A İMANINIZLA GURUR DUYUN, HAK İLE BATILIN, HAÇ İLE HİLALİN GERİDE KALANLARI SÜRÜKLEYİN! #HİLALİN KÖLELERİ OLUN @USER @USER",0,0,0,1,0,1,tur
amh_f85d7168ac5736b1ce8fda64d6cbd53e,@USER የ ወደቀው የ ጁንታው ሞራል እንጂ የ ጦር ጄት አይደለም እየ ሸቀጦች ብሎ ነው የሚሞክሩት,1,0,1,0,1,0,amh
arb_cf85a9f8a6cdef502a035d1c42d7be5c,دويلة الإمارات صهيونية من أصل هندي وبودي، واللي يعيش فيها 80% هنود خالص.,1,1,0,1,0,1,arb
zho_aa05fb1c851a5043b08338e1b7f567e5,不用怕，黑人里还有黑钻石呢，哈哈哈，让我发出驴一样的笑声。,1,1,1,0,0,0,zho
ben_6f53a3f94c4123ea20a2d62b645298ac,"প্রধান বিচারপতি নির্বাচন কমিশনের বাড়িতে হামলা করেছে সন্ত্রাসী লীগের ছাত্রবাহিনী আর দুই দিচ্ছে বিরোধী দল, আর কত নাটক করবে",0,1,0,0,0,1,ben
tur_6f4d6c05bdad5120fb0a301ddf735dc9,"Yunan gemisi Türk gemisine ateş açtı, Adanı ele geçirdi ses yok. Gemiye ateş etti, kimse nefes almadı. Ne zaman tepki vereceksin? Yunan yatağına girdiğinde mi, yoksa her şey kaybolduğunda mı?",1,1,0,1,1,0,tur
khm_bdb0d7112a04d0fadf1ef09f9dcd6550,កុំសុំគិតថាយកស្វាមីមកដើម្បីចិញ្ចឹមក្មេងៗ ឬក៏ជំនួសការងារអ្វីមួយ ហើយកុំសឹងតែគិតថាយកស្វាមីព្រោះតែចង់បា�,0,0,0,0,0,1,khm
